Price,Close,High,Low,Open,Volume
Ticker,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
Date,,,,,
2017-01-02,222.7592315673828,231.9494101467379,221.84478482688183,230.89780197650174,25988990
2017-01-03,223.94802856445312,225.31969884301046,220.47314168812252,223.1250319786594,15963085
2017-01-04,222.11912536621094,225.31968921271744,221.47901538757986,224.77102949675552,11225978
2017-01-05,224.35952758789062,224.86246216437283,222.85068199839162,224.03946562708305,11970913
2017-01-06,224.8624725341797,227.6972633215313,224.49669937926078,224.95392279958514,12354302
2017-01-09,225.91409301757812,227.10287669185487,224.95392105168722,225.31969420376407,8329253
2017-01-10,227.05715942382812,227.69726943880903,225.31970200790644,226.50848572335772,9352013
2017-01-11,230.5777587890625,231.5379307353501,227.6972569035508,228.29164175187827,13415303
2017-01-12,229.7547607421875,232.68098774007453,229.1146507666108,231.26359239557192,11282323
2017-01-13,229.43470764160156,230.98927843951196,227.78871448462834,230.44060475161987,9333736
2017-01-16,233.86978149414062,234.46416636430024,229.25182211873752,229.57188409703983,13234727
2017-01-17,234.09840393066406,236.5216826087617,232.63528332475653,235.42436308435936,9480201
2017-01-18,236.24732971191406,237.1160374034424,234.64704785695565,235.10427124408662,8048897
2017-01-19,236.29306030273438,239.58507454190266,234.5556168702215,235.19574082748036,13029151
2017-01-20,229.57186889648438,238.2133882516017,228.88603380554886,236.38449467577368,15341756
2017-01-23,232.4066619873047,233.36683397312385,228.70316339726904,229.5261599831988,9339939
2017-01-24,233.0924835205078,235.0128273800509,232.2694869826184,233.2753840430173,13540202
2017-01-25,237.02464294433594,238.67063616902686,232.45239458161552,233.6869034534858,16343545
2017-01-27,243.65440368652344,245.2546858667326,237.2989861510103,238.03053255642328,18039379
2017-01-30,241.36825561523438,244.9803039046946,240.86529310705686,243.10569903734083,11884795
2017-01-31,238.07623291015625,241.27679674979848,237.43610897954701,238.80777919653653,8899165
2017-02-01,247.540771484375,248.63809095160568,239.21929963437017,239.5850727901137,27253142
2017-02-02,249.9182891845703,251.4728598444709,245.71185639980504,248.59235812213797,20139955
2017-02-03,253.80471801757812,254.7191648890617,248.72954904352596,249.6439959150095,15366890
2017-02-06,253.3474578857422,258.33120377613875,252.38729997244,256.04508692856234,14725291
2017-02-07,254.124755859375,256.0450996883781,252.66163542267262,254.0790446828254,10981984
2017-02-08,253.48463439941406,255.3592389569198,249.2781740313176,254.30763084157027,13622088
2017-02-09,252.2501678466797,256.3194395640708,247.677933620373,254.9477692961788,16080181
2017-02-10,252.70736694335938,258.6055317835079,251.47285823975145,254.9020335793844,37580487
2017-02-13,248.4094696044922,254.44482411359436,247.0835384780202,254.0333118876571,19853043
2017-02-14,247.08352661132812,249.6439663859396,245.16318282701926,248.72951962262115,13306738
2017-02-15,245.9404754638672,249.18675040741164,244.20300423658284,247.769369044839,12201568
2017-02-16,247.35787963867188,253.30178432499855,246.5805942137345,253.30178432499855,21794688
2017-02-17,246.30624389648438,250.23835385782527,244.797412302328,247.9522369252548,17830528
2017-02-20,246.58059692382812,248.3180404237401,245.07176514513364,246.8092086450456,9229363
2017-02-21,247.540771484375,248.2723177958621,245.666138712797,246.90064753179658,7754157
2017-02-22,249.0038299560547,251.19852440291587,246.44339031031546,248.63805685047754,12617613
2017-02-23,247.31214904785156,249.64397723295116,246.53486368391776,248.45520755166544,13146194
2017-02-27,245.30035400390625,248.2265949254406,244.70596916547944,247.63218218031213,9645350
2017-02-28,246.16909790039062,248.04370273998413,245.07175054125622,245.89474710725574,7941592
2017-03-01,248.50091552734375,249.9182968911301,246.7177331216887,246.90063364262303,7656892
2017-03-02,244.43161010742188,251.1985385210681,243.70006385515234,249.64396785161946,14220808
2017-03-03,242.37411499023438,245.89474077790834,241.6425687074432,243.471462321123,10120034
2017-03-06,246.7634735107422,247.22069690879556,243.56290972436864,243.79152142339532,9515073
2017-03-07,244.88882446289062,247.72361492264454,243.6086046152694,247.6321646678074,11599142
2017-03-08,246.80914306640625,247.17491614182532,243.24280674435101,244.88879953708516,9122987
2017-03-09,249.87258911132812,250.4669739523935,245.4375165320374,245.9861901955984,15594429
2017-03-10,248.7752227783203,251.9757863467581,246.44339476970978,251.01562843890662,9557026
2017-03-14,251.1527862548828,254.58196145745276,250.37550096096047,254.58196145745276,15734886
2017-03-15,253.621826171875,256.5023280174688,249.32391503884813,249.32391503884813,20055974
