Price,Close,High,Low,Open,Volume
Ticker,KALAMANDIR.NS,KALAMANDIR.NS,KALAMANDIR.NS,KALAMANDIR.NS,KALAMANDIR.NS
Date,,,,,
2023-09-27,242.2263641357422,244.30344398790612,228.42866252409706,228.47811968099722,33760453
2023-09-28,248.60597229003906,252.265575697445,233.42354499997998,241.33620754235218,5474077
2023-09-29,250.28741455078125,255.97462576290587,247.2707088839557,249.14996023459125,1962406
2023-10-03,246.08380126953125,254.19427713235595,240.84165946197928,251.62265584043817,1524222
2023-10-04,236.8358612060547,244.0561682914776,225.0163253751212,242.42418779267192,2229825
2023-10-05,233.0279083251953,240.1493013019828,231.89045407618968,240.1493013019828,1058198
2023-10-06,240.6933135986328,243.80891848765745,233.37409157451117,233.37409157451117,1825115
2023-10-09,232.38499450683594,240.34711384823288,230.45628611785293,236.44023991317388,914208
2023-10-10,237.13259887695312,241.83074212894698,233.67080911232605,235.20389045510203,1171823
2023-10-11,238.171142578125,244.7979943564026,236.48970482724945,239.061311066175,910216
2023-10-12,244.3529052734375,252.6611946380609,239.70421919817903,239.70421919817903,2689691
2023-10-13,241.23728942871094,251.22703176818652,229.4672101189735,245.2925349547648,5542901
2023-10-16,250.58412170410156,255.62844978520235,236.48969246290213,236.48969246290213,3135536
2023-10-17,254.49098205566406,260.7222215538556,249.29831265824822,251.12810670879156,2878989
2023-10-18,260.969482421875,269.5744839987392,253.84807474465498,253.89754699143566,2939646
2023-10-19,261.2662048339844,265.32145018402394,256.3207910374508,261.1178484569704,1145485
2023-10-20,258.7440490722656,266.70615300169305,254.34261883524698,260.9200129749144,1045684
2023-10-23,239.06129455566406,261.90909672897925,233.67079665652594,259.1396771386658,1371746
2023-10-25,236.8853302001953,243.31436838934465,232.6322711489323,241.33620279268334,928655
2023-10-26,236.98423767089844,239.70421528773292,219.42801850769396,236.68750982152997,1969486
2023-10-27,239.30857849121094,244.60017746496712,237.23151368346237,240.3471184411881,605487
2023-10-30,235.50062561035156,240.7427524855131,234.41262847086173,239.35804257362253,381715
2023-10-31,236.19296264648438,243.4132697071562,234.95660921459555,235.59950696229575,536026
2023-11-01,233.5718994140625,240.34712269565787,232.68173092244245,238.17114353331533,387850
2023-11-02,239.90203857421875,243.16601486552767,236.63806228290983,237.1326036878898,539597
2023-11-03,238.7151336669922,245.88598378225342,237.37986588450966,241.97909474913988,324563
2023-11-06,247.41905212402344,248.5565063797667,239.8525748711558,240.24820194746312,693292
2023-11-07,248.30923461914062,251.37538217788693,245.29252912556657,247.81469322977458,654390
2023-11-08,255.974609375,259.8320563341599,242.52309272822433,250.0895849909782,1890142
2023-11-09,256.7658996582031,259.0407780132869,248.8532372969914,251.22702996847264,1354656
2023-11-10,245.04525756835938,256.9142508713677,242.32527993641997,256.9142508713677,1119846
2023-11-13,250.83140563964844,253.60082542269657,246.1827043776621,249.84232283364383,657294
2023-11-15,263.78839111328125,269.5745012641444,251.7710262074512,251.7710262074512,1808821
2023-11-16,274.8660888671875,279.31696122079785,262.89818161281994,263.78838023106994,1636912
2023-11-17,277.1409912109375,281.1962062299426,270.5141248894255,276.59697760234246,1146322
2023-11-20,289.5045471191406,290.8892569997968,276.4486421085842,279.2180618698966,1319692
2023-11-21,279.9598693847656,293.21360281173025,277.9322617553328,291.7299786386591,1136964
2023-11-22,280.8500671386719,290.8892513074907,278.97078571125815,280.89950920385184,1035200
2023-11-23,279.8609924316406,285.8449313427324,277.93226888341803,281.7402437288454,318447
2023-11-24,295.4884948730469,299.6920968921614,281.0478795469711,282.13587669468325,1409023
2023-11-28,293.4114074707031,308.59383453351313,291.77942688264864,298.65356443720793,1104707
2023-11-29,292.521240234375,303.64842181556423,290.1968896005331,297.8128392898674,563565
2023-11-30,290.7408752441406,295.1917474478035,284.85582103442283,293.7575654417485,359726
2023-12-01,294.59832763671875,304.4891559596946,290.83979476334036,290.83979476334036,1209867
2023-12-04,299.2469787597656,306.31894468372684,295.7357470144618,302.6593263760044,672737
2023-12-05,293.8070373535156,300.9778877435098,291.7794296618338,298.7030093487248,526156
2023-12-06,290.83978271484375,294.99394251216603,286.88345154955067,294.99394251216603,413936
2023-12-07,286.4383850097656,290.3452439603855,280.8995152910872,290.2958018941341,446999
2023-12-08,291.9277648925781,296.3786372259089,287.0318234365602,287.5263648069303,440126
2023-12-11,289.35614013671875,293.75757035212206,288.46597171798817,293.70812828946293,196717
2023-12-12,284.9052734375,291.7299685450271,281.93802519402215,291.2354271711141,429984
2023-12-13,284.9052734375,287.8230796173506,281.88858313039486,287.8230796173506,230821
2023-12-14,276.94317626953125,286.8340039934431,274.1242843313342,286.33946260724747,576682
2023-12-15,276.3497314453125,281.9380432923757,275.01446361315107,276.7948307841703,227603
2023-12-18,276.15191650390625,278.3773526964844,271.70104411874996,276.94317063194774,289613
2023-12-19,273.1846923828125,277.833363618481,271.00869806183556,276.49809574808205,308732
2023-12-20,259.5848083496094,275.95411758796143,257.1615432719354,273.1846976572598,510376
2023-12-21,263.88726806640625,270.019593246876,252.71064496181984,255.18335185968502,341405
2023-12-22,274.4704895019531,275.558486668393,264.4807467300445,265.32147318522135,598125
2023-12-26,271.89886474609375,285.05368453521925,270.0196134003366,276.2013811063882,1294407
2023-12-27,272.0966796875,275.4595551134026,261.51348183379514,273.6792181774574,973845
2023-12-28,274.9649963378906,282.87765810300976,269.03050001405126,272.5912038452367,1592452
2023-12-29,271.9977722167969,277.5366419788213,269.37670881231736,276.34973053538323,1159861
2024-01-01,283.91619873046875,291.18596316975857,271.15703695904364,272.19559198431983,1053348
2024-01-02,278.47625732421875,285.9932928316204,275.7068374877924,285.84493644474264,1098116
2024-01-03,277.28936767578125,281.39405523904674,274.3715613561285,278.9213482510059,797674
2024-01-04,275.2122802734375,281.0973348184577,271.5032198923939,279.91042342275944,603353
2024-01-05,269.5744934082031,278.32788184653594,266.9534301384361,278.32788184653594,545532
2024-01-08,266.0138244628906,272.78901732545864,264.2334573568902,272.5417466316595,534582
2024-01-09,259.3375244140625,270.01960667010405,258.24952728803316,267.05235824515785,531916
2024-01-10,259.9309387207031,262.0080185653036,257.55714612019284,261.5629494314388,372357
2024-01-11,264.0851135253906,268.53598622525675,259.8815115310726,262.7498456785483,306059
2024-01-12,263.88726806640625,268.04142772858387,260.0793235912222,263.9367403150098,279770
2024-01-15,263.88726806640625,263.88726806640625,263.88726806640625,263.88726806640625,0
2024-01-16,246.23216247558594,257.8044283315377,244.20453969710155,257.8044283315377,613244
2024-01-17,238.36895751953125,252.21611687751232,236.39079189696253,246.23216285080073,898207
2024-01-18,246.1332550048828,248.50704763194761,236.39078361805164,239.35803194798535,618204
2024-01-19,241.4351043701172,254.29318006996175,239.50638094137653,249.24885202775613,530078
2024-01-23,231.19810485839844,246.0838040399151,230.4562927572485,242.12747283378206,494451
2024-01-24,238.27003479003906,240.84165604547664,229.36828980273194,233.4235352227207,468174
2024-01-25,242.42420959472656,244.30346094976528,237.03369605466096,240.29767243801814,221054
2024-01-29,246.1332550048828,252.21610804436472,242.32528027791906,242.42419459246568,941859
2024-01-30,241.2867431640625,248.1608655236431,238.51730833864858,248.1608655236431,406694
2024-01-31,240.74273681640625,242.52308879596444,235.8962373480249,241.33619250699402,321286
2024-02-01,233.22572326660156,243.808906027021,231.93991263016804,242.32528185241438,358141
2024-02-02,233.5718994140625,239.35803988621072,231.74210527190886,239.35803988621072,288857
2024-02-05,228.72540283203125,236.1929811645561,227.04396505127485,235.4017118876689,403508
2024-02-06,230.6540985107422,234.4126160480979,227.6868502063359,228.47811943928528,288456
2024-02-07,243.7594451904297,247.76523341985038,230.5551992910423,232.38499335678387,847966
2024-02-08,240.74273681640625,250.23793731257987,238.31948708221557,249.24885455640367,332941
2024-02-09,245.98487854003906,248.25977189858665,230.75301012577276,240.74273691178723,475929
2024-02-12,233.91807556152344,237.97332096331996,227.5384947010139,231.44536863169762,1477353
2024-02-13,237.37986755371094,239.30857595914372,229.4672053019206,237.37986755371094,262956
2024-02-14,235.896240234375,239.35802992334905,234.16534538988796,235.40169885023585,370289
2024-02-15,239.3580322265625,241.33619778215393,235.2038875782616,239.16021868944446,198959
2024-02-16,235.20388793945312,244.10563295328453,233.5224502330594,242.32528093207716,217338
2024-02-19,234.75880432128906,237.8744090473977,233.720264381851,235.45115925017927,135663
2024-02-20,231.9893798828125,236.14352473403812,230.45629848389896,233.67081766876024,196835
2024-02-21,227.9341278076172,236.93478730736402,226.9945021678472,233.22572681442534,560241
2024-02-22,234.65988159179688,235.40169365162342,229.46719717301107,229.86282423470323,256970
2024-02-23,233.91807556152344,236.39078249134926,231.4948257887352,236.39078249134926,344115
2024-02-26,235.45115661621094,236.34132507308217,233.5224482315197,233.91807530297237,193552
2024-02-27,233.62135314941406,236.83587223301072,232.43445681391182,235.40170519877026,267832
2024-02-28,233.47299194335938,240.99001197437113,231.44536923715685,233.5718911654879,829992
2024-02-29,231.0497589111328,235.64898810911865,228.87376457570943,233.2257381543497,162201
2024-03-01,226.59886169433594,233.07734156538356,221.20834868939295,229.5166527579093,243223
2024-03-04,222.1479949951172,232.38499255474386,219.5763737699385,227.39012157441906,214822
2024-03-05,211.4658966064453,222.0490790949811,210.13062884672038,221.70289409291755,409169
2024-03-06,202.51470947265625,213.59243415186458,200.83327167984712,211.66372565151863,694460
2024-03-07,208.20193481445312,210.08118614644218,203.0092499794133,204.93795847112972,660130
2024-03-11,197.71763610839844,211.66370894992505,196.1845699164037,211.66370894992505,891904
2024-03-12,189.8049774169922,202.21796919179658,187.38172765032647,198.31109527098386,1071927
2024-03-13,175.46327209472656,194.84929984175244,173.3367502399346,191.04132525466363,864874
2024-03-14,171.3585968017578,183.32650483749313,169.1826176385894,175.46328442563905,1304325
2024-03-15,178.08436584472656,182.28796785534422,166.56154186618025,172.1004117288178,1401448
2024-03-18,176.94691467285156,181.19997391852516,172.19932909761326,177.14474331532523,461822
2024-03-19,177.8865509033203,185.20575772165967,175.66111456220557,177.04582447090564,1176701
2024-03-20,181.74395751953125,182.93085381550347,173.48511041985685,178.7272520769565,637558
2024-03-21,187.62899780273438,189.706077649445,179.96360636170058,182.4363132781631,877286
2024-03-22,192.87115478515625,196.82748616536458,184.90903486404568,186.93665771484376,731016
2024-03-26,197.76710510253906,198.80564507285337,187.92573414846836,191.7337090088855,595413
2024-03-27,197.27255249023438,201.87179635686525,192.8711372483916,198.65727740272538,906361
2024-03-28,198.21217346191406,201.72342017906124,190.39842591575962,194.75038389980935,641860
2024-04-01,201.3278045654297,203.75105437818544,198.21218472713892,198.21218472713892,229786
2024-04-02,196.87693786621094,202.06962265872937,195.83839788926605,201.72343763567903,183904
2024-04-03,203.25650024414062,205.28412285139174,196.48127753245407,196.82746252352305,281744
2024-04-04,200.7838134765625,205.67977044190937,199.7947306515548,203.30597769877338,156833
2024-04-05,201.03106689453125,202.6630473785643,199.74525631415725,201.67396463861581,138397
2024-04-08,199.4485321044922,202.95977891366903,194.35476193791243,201.77288262256556,315187
2024-04-09,200.33872985839844,202.2674383548321,195.69004358457704,200.93217049995928,352798
2024-04-10,209.88336181640625,215.27385992119758,201.82234323781242,201.82234323781242,801061
2024-04-12,205.87757873535156,210.97136420949323,203.10815896975876,209.88336709286332,230340
2024-04-15,211.7626190185547,213.29568517982867,195.54165315379961,200.83325180839265,775262
2024-04-16,210.52627563476562,215.7684022918858,206.71830089714652,209.73500639279476,305761
2024-04-18,211.0208282470703,215.66951453909488,209.58664606688495,211.96045391904235,170434
2024-04-19,212.1088104248047,214.13643325000115,205.63031485307238,209.9328312116062,201539
2024-04-22,208.10301208496094,215.5705901358161,205.72921943604268,215.47169091256444,200433
2024-04-23,202.71250915527344,209.53718927182433,200.88271509997753,209.53718927182433,161843
2024-04-24,205.82814025878906,209.68555720828547,202.8114346484362,204.3939581003449,225461
2024-04-25,200.53652954101562,206.71829678950562,200.04198816113643,206.6193824766477,328409
2024-04-26,199.74526977539062,203.65214384303823,198.8056441275573,202.7619753539763,237498
2024-04-29,197.8660125732422,201.47615867270105,196.97582901854716,200.1903480440563,114853
2024-04-30,202.81143188476562,203.75105752968952,196.9263922221308,199.64636993187182,427825
2024-05-02,195.19549560546875,202.7125157911955,194.35476919294268,199.74526740657043,334040
2024-05-03,190.2995147705078,197.51982185284666,188.02463652276978,197.32200832159185,374111
2024-05-06,187.62899780273438,192.67332594920003,185.4035615779181,192.67332594920003,201971
2024-05-07,182.0406951904297,191.93152334430027,180.013072400445,188.61808987587122,352993
2024-05-08,181.99124145507812,186.19484349955684,180.4087028838036,182.8814099687911,142375
2024-05-09,181.54615783691406,184.95849060776033,180.01307642038705,183.12868132154966,235540
2024-05-10,182.9308624267578,185.05739952050894,179.1229026690832,182.58469249908154,90858
2024-05-13,181.19996643066406,184.36502838076623,178.77671658256426,183.67267343733855,205723
2024-05-14,181.19996643066406,186.293751919737,180.70542502932918,181.19996643066406,247427
2024-05-15,180.95269775390625,185.45302757483,180.01307209930167,181.9912377267665,131859
2024-05-16,180.1119842529297,183.4748597423217,178.1338186492389,183.4748597423217,179810
2024-05-17,184.26612854003906,186.4421076801997,180.95269512528583,181.0021522836952,153995
2024-05-21,186.2937469482422,189.65662235069436,183.2275843049081,185.89810478240898,140156
2024-05-22,181.9417724609375,189.2115368548375,181.0021468481994,187.92572623583544,182078
2024-05-23,177.58982849121094,183.87049552473184,177.1447442277656,183.87049552473184,274471
2024-05-24,172.19932556152344,180.11198814737713,168.83643490721192,179.51853241655564,377479
2024-05-27,169.67715454101562,182.98031496168048,168.292429588685,177.14473257546047,610535
2024-05-28,175.16656494140625,178.38108395010022,167.40225914506325,169.67715253888775,389406
2024-05-29,172.79275512695312,176.05673125289158,171.06186029721962,175.16656280591073,137073
2024-05-30,170.02333068847656,174.37530415096475,169.1331621875299,174.37530415096475,117883
2024-05-31,172.3971405029297,174.32584900539922,167.154998478936,171.50695689949325,245415
2024-06-03,177.24363708496094,178.62836207859237,173.68294801320727,175.0676579146327,206560
2024-06-04,163.4459228515625,176.94689622117875,142.42791461800303,176.94689622117875,646865
2024-06-05,179.7657928466797,182.88139752488445,160.08305182634626,165.42409272961308,635712
2024-06-06,180.3592529296875,182.73304559059923,176.25455029276202,179.76579721835674,219004
2024-06-07,176.94691467285156,181.15051675790673,176.5018304116988,181.15051675790673,169713
2024-06-10,173.85108947753906,179.46907258561438,170.58711319101639,176.94690840547386,344675
2024-06-11,177.36233520507812,178.6481307732333,174.12803021843138,174.12803021843138,198855
2024-06-12,178.91519165039062,180.06253134977553,175.7402291408631,178.0349085396329,160964
2024-06-13,178.59869384765625,179.56799079518584,174.07857807054282,178.9151925052918,146137
2024-06-14,177.38211059570312,179.27126241765453,174.78083302304648,179.02399171087154,150507
2024-06-18,172.3971405029297,178.92507813376554,168.01549571260557,178.43053671814738,731802
2024-06-19,164.0393829345703,173.5543543230674,162.21945917331703,172.39712929680738,988761
2024-06-20,165.13726806640625,174.0686843882302,164.97901119901977,166.01755113946092,989178
2024-06-21,169.53868103027344,172.9905702345397,166.11644800949085,166.11644800949085,651427
2024-06-24,178.10414123535156,179.5679795058234,168.11439924406258,170.51786312546827,931328
2024-06-25,180.7548828125,185.44314074654912,178.4305321813119,178.529446498803,778479
2024-06-26,186.0266876220703,187.9257247133724,177.68871209341975,180.98235950077665,729636
2024-06-27,180.9922637939453,186.93664588328323,180.0130664061246,186.02669153449276,326050
2024-06-28,184.84967041015625,186.2442806785988,181.49668056632487,181.49668056632487,270443
2024-07-01,191.87217712402344,193.76131379524034,184.95848294337384,185.35411002508698,647010
2024-07-02,194.08770751953125,201.27834347540372,192.7722256258018,192.7722256258018,989909
2024-07-03,193.59317016601562,197.6088438766949,190.46768002122352,196.0362058634949,303243
2024-07-04,187.0355682373047,195.8383993425891,186.14538463951465,194.35477510514522,493882
2024-07-05,175.6017608642578,187.43119827737428,174.96874845001722,186.7289428200386,838072
2024-07-08,170.5871124267578,178.03490473409082,170.0233279841744,176.6007376866185,393166
2024-07-09,172.87188720703125,175.8094642731489,171.91247570235547,173.58402801652676,268180
2024-07-10,171.67510986328125,174.39508757948977,169.2320741253466,174.32584453881836,234729
2024-07-11,171.44760131835938,174.06867967731864,169.33096482401686,173.73238007017244,178535
2024-07-12,169.3606414794922,173.47522949766247,168.0451595610394,172.4960321048337,251287
2024-07-15,171.96192932128906,173.28729659805308,168.28254024534326,170.5178618505813,260985
2024-07-16,170.3695068359375,173.58402583284197,169.92442260865332,172.99057013499288,218823
2024-07-18,168.33200073242188,170.36950884434154,167.28357540044036,170.36950884434154,141068
2024-07-19,166.16590881347656,169.6870411331045,165.048240430642,169.1331571851458,135698
2024-07-22,163.50527954101562,167.75833871098916,163.19866627972792,166.16591475754115,311461
2024-07-23,161.487548828125,165.27573766575202,159.24232670405772,164.1382834196855,344592
2024-07-24,167.86712646484375,172.10039945085623,161.2699462969589,161.2699462969589,398554
2024-07-25,170.05299377441406,171.30913312088364,165.08780912452357,166.16590572405633,282937
2024-07-26,170.5277557373047,171.11131092120743,168.11439148065745,170.41895603418683,176580
2024-07-29,170.95306396484375,172.82242981417207,169.13315527292522,170.52776561397164,250770
2024-07-30,167.7978973388672,173.0400393958671,166.80881450140328,172.9510255626249,230592
2024-07-31,168.89576721191406,172.10040079789636,167.15498698186485,169.3210806480395,460927
2024-08-01,167.0857391357422,172.29820937365096,166.32415629637816,172.29820937365096,160490
2024-08-02,165.09768676757812,167.7286504401457,163.2085351393071,165.77027086902012,187301
2024-08-05,158.1840057373047,164.57348729728315,157.1553662608189,162.72390728169728,288293
2024-08-06,155.82008361816406,162.37770682024413,155.16730049911436,158.1839906932773,186173
2024-08-07,155.5728302001953,159.24233410492292,153.6243509285858,157.46198200953225,348900
2024-08-08,155.4739227294922,160.1028228398553,154.60352506407472,158.2433574985616,269355
2024-08-09,154.1881103515625,158.39171206789976,153.6243410281416,158.15432677307746,386834
2024-08-12,151.63629150390625,157.56090329397742,151.08240751467756,153.35730112090127,446892
2024-08-13,156.94764709472656,158.74778498492006,152.3286323582549,152.3286323582549,402301
2024-08-14,154.85079956054688,158.8961445592592,153.3078328191841,158.50051747918874,181572
2024-08-16,150.24166870117188,151.32966579935666,142.3487923186308,146.384251884345,591539
2024-08-19,166.887939453125,168.1440788562808,150.5384016987702,150.5384016987702,1354004
2024-08-20,169.41009521484375,171.5860742849646,164.9295514853177,169.1331532473123,1100204
2024-08-21,169.588134765625,173.04002390024752,167.15498456278002,169.1331500605644,408228
2024-08-22,169.63758850097656,172.10041014836284,168.5397059704798,170.9135137864705,233376
2024-08-23,173.2081756591797,178.47998881106608,168.8067602035765,169.13315933968266,614191
2024-08-26,172.11029052734375,179.32071250436437,170.42885280598307,179.32071250436437,390355
2024-08-27,169.7760467529297,173.5840213493268,167.89679557862237,173.5840213493268,250531
2024-08-28,172.20919799804688,177.14472634777536,169.7760477954175,169.7760477954175,489316
2024-08-29,167.0659637451172,173.9302001498855,165.91862418229388,173.9302001498855,314413
2024-08-30,168.72763061523438,171.13110965842608,166.66045119289404,167.15499259109254,438892
2024-09-02,168.37155151367188,170.49808847147915,166.47251445368073,169.92441866811646,221453
2024-09-03,170.1914825439453,171.30913583147878,167.145105746404,168.14407392890524,335264
2024-09-04,174.4544219970703,175.31491916856126,168.15395455466,169.62769329990553,381062
2024-09-05,177.0458221435547,180.53728323878576,173.01036248698327,176.02706806150178,603591
2024-09-06,177.5106964111328,181.11095730263412,175.21601700510465,176.65019917997537,624329
2024-09-09,173.3466339111328,179.01408882318376,171.53661070328565,177.51067884703335,263247
2024-09-10,170.2409210205078,176.79854459499137,169.18261030780204,175.957818206189,356664
2024-09-11,168.3023223876953,173.0894792194057,167.84733768746273,170.666229528775,348566
2024-09-12,169.23207092285156,179.79546784564226,166.47252149499283,170.81459432701126,1186666
