Price,Close,High,Low,Open,Volume,return_1,return_3,ma20,ma50,ma200,ma20_50,rsi14,macd_diff,atr14,vol_20,vol_ratio,next_close,future_ret,label
2017-10-23,415.11669921875,417.3032938048764,401.577646649503,403.25623557808177,27455320.0,0.03280564304499811,0.07479837669425882,372.8750946044922,363.0019610595703,305.819994430542,9.87313354492187,77.66756763843159,4.388321359687021,10.001266041085545,17991957.8,1.525977345278122,412.6871948242188,-0.005852581693541895,0
2017-10-24,412.6871948242188,418.6284844323052,410.0147394376654,418.6284844323052,13857773.0,-0.005852581693541858,0.021596487437542944,375.455908203125,364.193310546875,306.6945752716064,11.262597656249966,75.09897274276749,4.389495453432966,9.902157394910846,18070142.1,0.7668878818612057,415.18304443359375,0.006047799981867701,1
2017-10-25,415.18304443359375,417.833414231983,410.589024902657,415.27138812772574,10011782.0,0.006047799981867774,0.032970709187624125,378.0698532104492,365.49840576171874,307.57692428588865,12.571447448730453,75.97789874200402,4.242876300939129,9.712316818797643,17859249.65,0.5605936529365891,418.4960021972656,0.007979511225443997,1
2017-10-26,418.4960021972656,423.08999202991583,411.2516132007852,415.22719720292406,16840049.0,0.007979511225443936,0.008140609580090219,380.8814697265625,367.0380603027344,308.5002154541016,13.84340942382812,77.131750811622,4.05378478334163,9.864178390964286,18173044.95,0.9266498292571493,410.7435607910156,-0.018524529184380946,0
2017-10-27,410.7435607910156,422.60405368125015,408.9103704560216,419.6444519386933,11498547.0,-0.018524529184380967,-0.004709702790829384,383.76818084716797,368.3042822265625,309.3735144042969,15.463898620605448,68.80344608008492,3.1325775801830584,10.137714450554588,17825529.55,0.6450606119580891,416.33148193359375,0.013604403515947588,1
2017-10-30,416.33148193359375,417.6787525621229,411.07488545436416,412.57675752533976,7823263.0,0.013604403515947494,0.0027660992311637767,387.2147872924805,369.7129620361328,310.27743728637694,17.501825256347672,71.21596922215647,2.644996646951215,9.908962830594065,16739311.6,0.4673587054798597,415.6026306152344,-0.0017506514640073009,0
2017-10-31,415.6026306152344,417.7671098544238,411.7816483214438,417.4137351173189,9504986.0,-0.0017506514640073245,-0.006913737686477073,390.7475296020508,371.1026483154297,311.174702835083,19.644881286621114,70.45068380770999,2.0456139134709375,9.628712737907344,16381250.5,0.5802356785887621,420.7709045410156,0.012435614081966789,1
2017-11-01,420.7709045410156,423.0899853432072,417.7671306643662,418.6505970383469,17571371.0,0.012435614081966806,0.02441266207725623,394.1532775878906,372.5590362548828,312.08449813842776,21.5942413330078,72.69163791679581,1.7792549993050049,9.475758594340594,16342531.65,1.075192716545848,418.1425476074219,-0.006246527279401147,0
2017-11-02,418.1425476074219,422.5157071755952,417.104479886829,420.88129013159386,10277678.0,-0.006246527279401115,0.004350056991647255,396.9748336791992,374.0114477539062,312.9853150177002,22.963385925292982,69.79282743745503,1.2339738886159868,9.185434929656708,15911035.0,0.6459465396185728,417.5683288574219,-0.0013732607535053144,0
2017-11-03,417.5683288574219,422.2727479071416,415.29342005487695,422.2727479071416,4798537.0,-0.001373260753505301,0.004729754090530225,399.65061950683594,375.4715893554687,313.886273727417,24.179030151367215,69.14409120974369,0.6707321095599532,9.027855852700132,15619374.3,0.30721697987607605,411.9141540527344,-0.01354071756389865,0
2017-11-06,411.9141540527344,416.3314855975584,410.3681101274537,416.3314855975584,9757496.0,-0.01354071756389863,-0.021048866242171282,401.75877838134767,376.7214678955078,314.75118255615234,25.03731048583984,62.94022797731486,-0.19996066556085346,8.897310343933563,15457364.7,0.6312522340887771,400.51751708984375,-0.02766750511183356,0
2017-11-07,400.51751708984375,413.01850266325226,398.90521531277113,412.2896672445481,20447574.0,-0.02766750511183358,-0.04215077039738513,403.43846130371094,377.80525451660156,315.5746113586426,25.633206787109373,52.680236014086766,-1.583729383369235,9.269880130115533,16037223.0,1.2750071505521872,392.1688232421875,-0.020844765812785857,0
